nom_exp,default_len,w_e_len,s1_n1_len,s2_n2_len,middle_len,stop_generation_time,w_e_flow,s1_n1_flow,s2_n2_flow,w_e_speed,s1_n1_speed,s2_n2_speed,w1_e1_green_time,s1_n1_green_time,w2_e2_green_time,s2_n2_green_time,yellow_time,simulation_duration,loaded_900,inserted_900,running_900,waiting_900,ended_900,halting_900,stopped_900,meanWaitingTime_900,meanTravelTime_900,meanSpeed_900,loaded_1800,inserted_1800,running_1800,waiting_1800,ended_1800,halting_1800,stopped_1800,meanWaitingTime_1800,meanTravelTime_1800,meanSpeed_1800,loaded_2700,inserted_2700,running_2700,waiting_2700,ended_2700,halting_2700,stopped_2700,meanWaitingTime_2700,meanTravelTime_2700,meanSpeed_2700,loaded_3600,inserted_3600,running_3600,waiting_3600,ended_3600,halting_3600,stopped_3600,meanWaitingTime_3600,meanTravelTime_3600,meanSpeed_3600
exp_carrefour_double_tous_parametres_variables9,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,30,10,120,3,3601,150.0,150.0,18.0,0.0,132.0,15.0,0.0,0.06,83.7,1.72,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.06,109.59,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.06,109.59,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.06,109.59,-1.0
exp_carrefour_double_tous_parametres_variables10,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,60,10,10,3,3601,150.0,150.0,5.0,0.0,145.0,2.0,0.0,0.06,48.7,4.45,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.06,49.21,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.06,49.21,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.06,49.21,-1.0
exp_carrefour_double_tous_parametres_variables11,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,60,10,30,3,3601,150.0,150.0,3.0,0.0,147.0,2.0,0.0,0.05,51.03,2.85,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,51.71,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,51.71,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,51.71,-1.0
exp_carrefour_double_tous_parametres_variables12,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,60,10,60,3,3601,150.0,150.0,5.0,0.0,145.0,5.0,0.0,0.02,55.59,0.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.02,56.23,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.02,56.23,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.02,56.23,-1.0
exp_carrefour_double_tous_parametres_variables13,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,60,10,90,3,3601,150.0,150.0,7.0,0.0,143.0,7.0,0.0,0.04,69.8,0.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.04,71.55,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.04,71.55,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.04,71.55,-1.0
exp_carrefour_double_tous_parametres_variables14,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,60,10,120,3,3601,150.0,150.0,17.0,0.0,133.0,17.0,0.0,0.11,87.59,0.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.11,108.49,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.11,108.49,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.11,108.49,-1.0
exp_carrefour_double_tous_parametres_variables15,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,90,10,10,3,3601,150.0,150.0,5.0,0.0,145.0,2.0,0.0,0.03,54.65,4.9,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,55.87,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,55.87,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,55.87,-1.0
exp_carrefour_double_tous_parametres_variables16,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,90,10,30,3,3601,150.0,150.0,3.0,0.0,147.0,2.0,0.0,0.0,57.17,2.73,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.0,58.61,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.0,58.61,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.0,58.61,-1.0
exp_carrefour_double_tous_parametres_variables17,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,90,10,60,3,3601,150.0,150.0,5.0,0.0,145.0,5.0,0.0,0.07,63.54,0.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.07,64.75,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.07,64.75,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.07,64.75,-1.0
exp_carrefour_double_tous_parametres_variables18,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,90,10,90,3,3601,150.0,150.0,5.0,0.0,145.0,5.0,0.0,0.0,66.03,0.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.0,67.73,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.0,67.73,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.0,67.73,-1.0
exp_carrefour_double_tous_parametres_variables19,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,90,10,120,3,3601,150.0,150.0,18.0,0.0,132.0,18.0,0.0,0.04,99.89,0.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.04,120.59,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.04,120.59,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.04,120.59,-1.0
exp_carrefour_double_tous_parametres_variables20,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,120,10,10,3,3601,150.0,150.0,17.0,0.0,133.0,14.0,0.0,0.01,77.28,1.35,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.01,103.1,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.01,103.1,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.01,103.1,-1.0
exp_carrefour_double_tous_parametres_variables21,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,120,10,30,3,3601,150.0,150.0,16.0,0.0,134.0,15.0,0.0,0.06,84.95,0.05,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.06,116.85,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.06,116.85,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.06,116.85,-1.0
exp_carrefour_double_tous_parametres_variables22,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,120,10,60,3,3601,150.0,150.0,16.0,0.0,134.0,16.0,0.0,0.05,86.25,0.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,107.47,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,107.47,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,107.47,-1.0
exp_carrefour_double_tous_parametres_variables23,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,120,10,90,3,3601,150.0,150.0,18.0,0.0,132.0,18.0,0.0,0.01,93.21,0.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.01,114.93,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.01,114.93,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.01,114.93,-1.0
exp_carrefour_double_tous_parametres_variables24,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,120,10,120,3,3601,150.0,150.0,32.0,0.0,118.0,32.0,0.0,0.01,124.07,0.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.01,173.28,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.01,173.28,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.01,173.28,-1.0
exp_carrefour_double_tous_parametres_variables25,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,10,30,10,3,3601,150.0,150.0,4.0,0.0,146.0,2.0,0.0,0.05,42.53,4.42,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,43.56,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,43.56,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,43.56,-1.0
exp_carrefour_double_tous_parametres_variables26,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,10,30,30,3,3601,150.0,150.0,3.0,0.0,147.0,0.0,0.0,0.02,43.8,7.47,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.02,44.18,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.02,44.18,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.02,44.18,-1.0
exp_carrefour_double_tous_parametres_variables27,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,10,30,60,3,3601,150.0,150.0,3.0,0.0,147.0,0.0,0.0,0.01,46.07,4.6,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.01,46.47,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.01,46.47,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.01,46.47,-1.0
exp_carrefour_double_tous_parametres_variables28,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,10,30,90,3,3601,150.0,150.0,8.0,0.0,142.0,1.0,0.0,0.05,52.13,8.45,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,53.39,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,53.39,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,53.39,-1.0
exp_carrefour_double_tous_parametres_variables29,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,10,30,120,3,3601,150.0,150.0,5.0,0.0,145.0,4.0,0.0,0.05,54.03,2.19,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,55.43,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,55.43,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,55.43,-1.0
exp_carrefour_double_tous_parametres_variables30,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,30,30,10,3,3601,150.0,150.0,5.0,0.0,145.0,3.0,0.0,0.03,43.03,3.49,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,43.67,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,43.67,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,43.67,-1.0
exp_carrefour_double_tous_parametres_variables31,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,30,30,30,3,3601,150.0,150.0,5.0,0.0,145.0,0.0,0.0,0.03,46.48,9.1,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,46.73,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,46.73,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,46.73,-1.0
exp_carrefour_double_tous_parametres_variables32,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,30,30,60,3,3601,150.0,150.0,5.0,0.0,145.0,0.0,0.0,0.03,48.99,4.65,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,49.35,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,49.35,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,49.35,-1.0
exp_carrefour_double_tous_parametres_variables33,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,30,30,90,3,3601,150.0,150.0,11.0,0.0,139.0,3.0,0.0,0.15,55.6,6.93,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.15,57.03,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.15,57.03,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.15,57.03,-1.0
exp_carrefour_double_tous_parametres_variables34,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,30,30,120,3,3601,150.0,150.0,8.0,0.0,142.0,5.0,0.0,0.05,59.88,3.99,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,60.88,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,60.88,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,60.88,-1.0
exp_carrefour_double_tous_parametres_variables0,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,10,10,10,3,3601,150.0,150.0,3.0,0.0,147.0,0.0,0.0,0.01,38.95,9.46,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.01,39.0,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.01,39.0,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.01,39.0,-1.0
exp_carrefour_double_tous_parametres_variables1,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,10,10,30,3,3601,150.0,150.0,3.0,0.0,147.0,0.0,0.0,0.02,43.48,8.9,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.02,43.85,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.02,43.85,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.02,43.85,-1.0
exp_carrefour_double_tous_parametres_variables2,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,10,10,60,3,3601,150.0,150.0,3.0,0.0,147.0,2.0,0.0,0.01,47.87,3.38,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.01,48.09,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.01,48.09,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.01,48.09,-1.0
exp_carrefour_double_tous_parametres_variables3,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,10,10,90,3,3601,150.0,150.0,3.0,0.0,147.0,2.0,0.0,0.02,53.41,3.45,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.02,54.07,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.02,54.07,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.02,54.07,-1.0
exp_carrefour_double_tous_parametres_variables4,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,10,10,120,3,3601,150.0,150.0,17.0,0.0,133.0,16.0,0.0,0.04,80.52,0.6,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.04,112.99,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.04,112.99,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.04,112.99,-1.0
exp_carrefour_double_tous_parametres_variables5,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,30,10,10,3,3601,150.0,150.0,7.0,0.0,143.0,0.0,0.0,0.04,44.76,6.21,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.04,45.15,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.04,45.15,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.04,45.15,-1.0
exp_carrefour_double_tous_parametres_variables6,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,30,10,30,3,3601,150.0,150.0,4.0,0.0,146.0,0.0,0.0,0.05,46.68,10.02,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,46.73,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,46.73,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,46.73,-1.0
exp_carrefour_double_tous_parametres_variables7,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,30,10,60,3,3601,150.0,150.0,6.0,0.0,144.0,3.0,0.0,0.09,51.52,5.26,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.09,51.63,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.09,51.63,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.09,51.63,-1.0
exp_carrefour_double_tous_parametres_variables8,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,30,10,90,3,3601,150.0,150.0,8.0,0.0,142.0,5.0,0.0,0.04,63.8,3.95,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.04,65.09,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.04,65.09,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.04,65.09,-1.0
exp_carrefour_double_tous_parametres_variables9,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,30,10,120,3,3601,150.0,150.0,22.0,0.0,128.0,19.0,0.0,0.03,91.76,1.48,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,126.09,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,126.09,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,126.09,-1.0
exp_carrefour_double_tous_parametres_variables10,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,60,10,10,3,3601,150.0,150.0,5.0,0.0,145.0,2.0,0.0,0.02,48.34,4.86,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.02,48.85,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.02,48.85,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.02,48.85,-1.0
exp_carrefour_double_tous_parametres_variables11,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,60,10,30,3,3601,150.0,150.0,3.0,0.0,147.0,2.0,0.0,0.03,50.61,2.95,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,51.31,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,51.31,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,51.31,-1.0
exp_carrefour_double_tous_parametres_variables12,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,60,10,60,3,3601,150.0,150.0,5.0,0.0,145.0,5.0,0.0,0.05,54.91,0.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,55.58,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,55.58,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,55.58,-1.0
exp_carrefour_double_tous_parametres_variables13,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,60,10,90,3,3601,150.0,150.0,7.0,0.0,143.0,7.0,0.0,0.1,69.51,0.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.1,71.27,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.1,71.27,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.1,71.27,-1.0
exp_carrefour_double_tous_parametres_variables0,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,10,10,10,3,3601,150.0,150.0,3.0,0.0,147.0,0.0,0.0,0.03,38.38,10.18,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,38.43,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,38.43,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,38.43,-1.0
exp_carrefour_double_tous_parametres_variables1,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,10,10,30,3,3601,150.0,150.0,5.0,0.0,145.0,0.0,0.0,0.06,45.48,6.2,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.06,45.88,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.06,45.88,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.06,45.88,-1.0
exp_carrefour_double_tous_parametres_variables2,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,10,10,60,3,3601,150.0,150.0,3.0,0.0,147.0,2.0,0.0,0.07,48.48,3.27,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.07,48.71,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.07,48.71,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.07,48.71,-1.0
exp_carrefour_double_tous_parametres_variables3,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,10,10,90,3,3601,150.0,150.0,5.0,0.0,145.0,2.0,0.0,0.02,53.96,2.87,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.02,54.58,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.02,54.58,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.02,54.58,-1.0
exp_carrefour_double_tous_parametres_variables4,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,10,10,120,3,3601,150.0,150.0,19.0,0.0,131.0,16.0,0.0,0.03,80.78,0.75,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,110.99,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,110.99,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,110.99,-1.0
exp_carrefour_double_tous_parametres_variables5,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,30,10,10,3,3601,150.0,150.0,7.0,0.0,143.0,1.0,0.0,0.03,45.2,6.27,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,45.55,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,45.55,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.03,45.55,-1.0
exp_carrefour_double_tous_parametres_variables6,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,30,10,30,3,3601,150.0,150.0,4.0,0.0,146.0,0.0,0.0,0.07,46.29,9.94,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.07,46.35,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.07,46.35,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.07,46.35,-1.0
exp_carrefour_double_tous_parametres_variables7,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,30,10,60,3,3601,150.0,150.0,6.0,0.0,144.0,3.0,0.0,0.05,51.7,5.55,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,51.8,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,51.8,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,51.8,-1.0
exp_carrefour_double_tous_parametres_variables8,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,30,10,90,3,3601,150.0,150.0,6.0,0.0,144.0,3.0,0.0,0.05,57.31,5.46,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,57.74,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,57.74,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.05,57.74,-1.0
exp_carrefour_double_tous_parametres_variables9,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,30,10,120,3,3601,150.0,150.0,18.0,0.0,132.0,15.0,0.0,0.04,83.97,1.8,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.04,104.36,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.04,104.36,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.04,104.36,-1.0
exp_carrefour_double_tous_parametres_variables10,100,100,100,100,100,100,100,100,900,100,100,100,100,100,100,30,10,60,10,10,3,3601,150.0,150.0,5.0,0.0,145.0,2.0,0.0,0.01,48.63,4.5,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.01,49.13,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.01,49.13,-1.0,150.0,150.0,0.0,0.0,150.0,0.0,0.0,0.01,49.13,-1.0
